strategy,cost_bps,sharpe,ff5_alpha,breakeven_bps
strategy_1A_med,0,-0.05241583413236483,-0.004311316630867572,0.0
strategy_1A_med,25,-0.059560020752211465,-0.004465158534458375,0.0
strategy_1A_med,50,-0.06669339526446322,-0.0046190004380491775,0.0
strategy_1A_med,75,-0.07381459486650299,-0.00477284234163998,0.0
