strategy,n_months,mean_ann,vol_ann,sharpe,t_stat,p_val,max_dd,turnover,annual_switches
strategy_1A_med,226,-0.013583400364914454,0.2591468892894563,-0.05241583413236483,-0.22747103202402455,0.8202640516130466,-0.8225144205019721,0.07590759075907591,0.9108910891089109
static_basket,135,-0.015324712586179422,0.09025168651734902,-0.16979973646513033,-0.5695256299463719,0.5699529842952575,-0.43061192915308355,,
good_only,135,-0.021525701146985474,0.13629323717133038,-0.1579366782515124,-0.5297357230663414,0.5971717736750548,-0.5570912297490161,,
bad_only,285,-0.037938674968854544,0.24331806763695915,-0.15592214477660837,-0.7598705394695657,0.44796228163488605,-0.871822504556449,,
mkt_rf,303,0.07356039603960395,0.15864882832781402,0.46366807000683946,2.3299032165269558,0.02047012116712721,-0.5410832597676869,,
