series,n_months,mean_annual,vol_annual,sharpe_annual,t_stat,p_value,max_drawdown,turnover_mean_monthly,ff5_alpha,ff5_alpha_t,ff5_alpha_p,ff5_r_squared
FF_Bad_Basket,391,0.0342,0.0662,0.5168,2.9499,0.0034,-0.2763,0.0,-0.002,-8.8586,0.0,0.9918
FF_Direct_Main,391,0.0499,0.0745,0.6697,3.8226,0.0002,-0.2383,0.0,-0.0011,-1.2222,0.2216,0.6623
FF_Good_Basket,391,0.067,0.0906,0.7393,4.2202,0.0,-0.3795,0.0,-0.001,-8.8586,0.0,0.9989
Self_Bad_Basket,285,-0.0379,0.2433,-0.1559,-0.7599,0.448,-0.8718,0.0,-0.0055,-1.4072,0.1594,0.0263
Self_Built_Main,226,-0.0011,0.2566,-0.0044,-0.0191,0.9848,-0.781,0.0,-0.0039,-0.86,0.3898,0.0143
Self_Good_Basket,135,0.0603,0.139,0.434,1.4557,0.1478,-0.4172,0.0,-0.0011,-0.4435,0.6574,0.6981
