series,capm_alpha,ff3_alpha,ff5_alpha,capm_alpha_t,ff3_alpha_t,ff5_alpha_t,capm_alpha_p,ff3_alpha_p,ff5_alpha_p,capm_r_squared,ff3_r_squared,ff5_r_squared
FF_Bad_Basket,0.0022,0.0013,-0.002,1.9386,1.7063,-8.8586,0.0526,0.0879,0.0,0.1666,0.5563,0.9918
FF_Direct_Main,0.0026,0.0016,-0.0011,1.9135,1.5513,-1.2222,0.0557,0.1208,0.2216,0.0158,0.4304,0.6623
FF_Good_Basket,0.0002,-0.001,-0.001,0.1325,-8.8195,-8.8586,0.8946,0.0,0.0,0.6072,0.9989,0.9989
Self_Bad_Basket,-0.0037,-0.0036,-0.0055,-0.8499,-0.825,-1.4072,0.3954,0.4094,0.1594,0.0059,0.0127,0.0263
Self_Built_Main,-0.0017,-0.0017,-0.0039,-0.3465,-0.3403,-0.86,0.729,0.7337,0.3898,0.0001,0.0011,0.0143
Self_Good_Basket,-0.0021,-0.0004,-0.0011,-0.4579,-0.1411,-0.4435,0.647,0.8878,0.6574,0.3703,0.6723,0.6981
