date,strategy_3A_T1_returns
2007-09-30,-0.018666666806681987
2007-10-31,-0.010466666822071808
2007-11-30,0.000999999855238519
2007-12-31,-0.0022666667188221703
2008-01-31,0.02726666667233852
2008-02-29,-0.002066666687415851
2008-03-31,0.00556666670291456
2008-04-30,-0.005699999853142392
2008-05-31,-0.0014666664511915316
2008-06-30,0.005933333865261356
2008-07-31,0.01609999946526439
2008-08-31,0.01336666666241855
2008-09-30,0.03253333296947701
2008-10-31,0.007400000471052683
2008-11-30,0.002833334494865938
2008-12-31,-0.004800000043464556
2009-01-31,-0.040599998850705706
2009-02-28,-0.0206999992208765
2009-03-31,-0.0039026050525247237
2009-04-30,0.023906085478201528
2009-05-31,-0.008019752188412733
2009-06-30,-0.015075272903663832
2009-07-31,0.025538530265395654
2009-08-31,0.02654680173381469
2009-09-30,0.008802609691774736
2009-10-31,-0.004610929658963084
2009-11-30,0.0019227512995939992
2009-12-31,0.0017154662851324436
2010-01-31,-0.0008298700733051521
2010-02-28,0.014314828842190833
2010-03-31,0.01103646562659645
2010-04-30,0.01771353198272935
2010-05-31,-0.004706383452555269
2010-06-30,-0.02133103745751677
2010-07-31,0.005630328799154165
2010-08-31,-0.009069812588271843
2010-09-30,-0.00941876095081816
2010-10-31,-0.005170091819096175
2010-11-30,0.0040300486320859205
2010-12-31,0.010960650720025392
2011-01-31,0.0025836054856169344
2011-02-28,0.0005999270427665913
2011-03-31,-0.0005999997348099063
2011-04-30,-0.007266666404912907
2011-05-31,-0.00453333303676525
2011-06-30,0.0021666668937921907
2011-07-31,0.0001333336214972383
2011-08-31,0.0024000003463221327
2011-09-30,0.002033333576226459
2011-10-31,-0.009733333537308379
2011-11-30,0.009533333616883044
2011-12-31,0.016899999947533682
2012-01-31,-0.014900000116274507
2012-02-29,-6.666675171042812e-05
2012-03-31,0.004241387843424401
2012-04-30,0.003994345888247289
2012-05-31,0.011502299047777394
2012-06-30,-0.0002210764127663628
2012-07-31,0.003315565696581042
2012-08-31,-0.003806290886365729
2012-09-30,0.0062249865927941584
2012-10-31,0.015399115460720625
2012-11-30,0.0011115733296300633
2012-12-31,0.008482048043783105
2013-01-31,0.0016973125918571216
2013-02-28,0.0007560391758212984
2013-03-31,0.004866666685942623
2013-04-30,0.0041999999966465945
2013-05-31,-0.0009333335701687973
2013-06-30,-0.0013000000166737483
2013-07-31,-0.0006666668379970442
2013-08-31,-0.013966666347227022
2013-09-30,-0.01013333326885512
2013-10-31,0.016200000142070303
2013-11-30,0.0017000000093249498
2013-12-31,-0.0016666667181343697
2014-01-31,-0.02480000019257561
2014-02-28,-0.0037999999854801685
2014-03-31,0.029458066584043974
2014-04-30,0.01851627071046954
2014-05-31,-0.003830291109047218
2014-06-30,-0.014835503130477828
2014-07-31,0.0045366762171166345
2014-08-31,-0.006333283879789323
2014-09-30,-0.0028548004073637497
2014-10-31,-0.006030917692600735
2014-11-30,-0.004710312097520867
2014-12-31,0.0060126548736854964
2015-01-31,-0.011665899434293593
2015-02-28,-0.015462453424285908
2015-03-31,-0.0030957709584962037
2015-04-30,0.00409052760838233
2015-05-31,-0.012339545617944842
2015-06-30,-0.006688340079661021
2015-07-31,-0.020927893798386887
2015-08-31,0.015648452961634533
2015-09-30,0.005880461170604964
2015-10-31,0.003648521072180773
2015-11-30,-0.013825698490693351
2015-12-31,-0.006998083070873249
2016-01-31,0.0263763478420474
2016-02-29,0.01551127954075828
2016-03-31,0.006359397579903239
2016-04-30,0.007066272276553607
2016-05-31,-0.017527672336677312
2016-06-30,0.006222907095013085
2016-07-31,-0.0036124196524092433
2016-08-31,0.0031664762987367334
2016-09-30,-0.011142683087249626
2016-10-31,0.017815822880841933
2016-11-30,0.03914025457025302
2016-12-31,0.014623248696622671
2017-01-31,-0.014419166287329258
2017-02-28,-0.009482258028670433
2017-03-31,-0.012154450076464086
2017-04-30,-0.006182264032359868
2017-05-31,-0.014952293240263379
2017-06-30,-0.0024095893359057743
2017-07-31,-0.0037691553972574623
2017-08-31,-0.014356469136353769
2017-09-30,0.010788796554340813
2017-10-31,-0.006950196419120216
2017-11-30,0.010013782611157904
2017-12-31,0.008562789987313534
2018-01-31,-0.010398946745937627
2018-02-28,-0.009754945737732189
2018-03-31,-0.0018029608586463911
2018-04-30,-0.002190019457596189
2018-05-31,-0.02203228906751893
2018-06-30,-0.0043228441420916286
2018-07-31,0.0077746060687849325
2018-08-31,-0.022545610293210134
2018-09-30,0.0013038374047535859
2018-10-31,0.026682996897855124
2018-11-30,0.0004931325587845088
2018-12-31,-0.005693443624670548
2019-01-31,-0.009233157398477932
2019-02-28,-0.013449930788735279
2019-03-31,-0.01382943380380637
2019-04-30,0.005197020843333225
2019-05-31,-0.0038900270802170174
2019-06-30,-0.0024609956989947563
2019-07-31,0.0024629632983706714
2019-08-31,-0.016171414006785022
2019-09-30,0.03984751964163197
2019-10-31,-0.00838889824924475
2019-11-30,-0.015932189518645733
2019-12-31,0.009890691392584342
2020-01-31,-0.031974914676172
2020-02-29,-0.02592276049112569
2020-03-31,-0.0474114219720141
2020-04-30,0.001380292161626764
2020-05-31,-0.0239142497394639
2020-06-30,-0.004899427759831172
2020-07-31,-0.0002783918000371305
2020-08-31,-0.0007877786133971179
2020-09-30,-0.02008662712756462
2020-10-31,0.009649251261297502
2020-11-30,0.0036862720292103065
2020-12-31,-0.012371025872727754
2021-01-31,0.015061012907797508
2021-02-28,0.018420163544919467
2021-03-31,0.05739501282144679
2021-04-30,-0.004325437680859208
2021-05-31,0.041257125024886966
2021-06-30,-0.03638783933650951
2021-07-31,0.010472984065196268
2021-08-31,-0.007364934800095148
2021-09-30,0.017264689850174767
2021-10-31,-0.001174358682143663
2021-11-30,0.028475416985779517
2021-12-31,0.041414989372510584
2022-01-31,0.07108399148788257
2022-02-28,0.013479701744541979
2022-03-31,-0.0006445172910414902
2022-04-30,0.05166671791976862
2022-05-31,0.046391493336674444
2022-06-30,-0.02930157804275679
2022-07-31,-0.034035109306309055
2022-08-31,-0.01099310548993191
2022-09-30,-0.007050952518922624
2022-10-31,0.05884065885793411
2022-11-30,0.036495339063341285
2022-12-31,0.019797264095840438
2023-01-31,-0.03595042235030948
2023-02-28,-0.004450237031804237
2023-03-31,-0.029463339374354428
2023-04-30,0.01720511785596686
2023-05-31,-0.05543843730147524
2023-06-30,0.002184303892747406
2023-07-31,0.01370504800998222
2023-08-31,-0.000659382879931951
2023-09-30,0.008628781283268196
2023-10-31,0.006420561853087396
2023-11-30,-0.010529892833696698
2023-12-31,0.0106102075964836
2024-01-31,-0.008901680251187892
2024-02-29,-0.025518863317207183
2024-03-31,0.022064748885669734
2024-04-30,0.0012911483106805663
2024-05-31,-0.0032270376626955537
2024-06-30,-0.015279195436867917
2024-07-31,0.020469703399180344
2024-08-31,0.001622878299237464
2024-09-30,-0.009461458263033032
