strategy,n_months,mean_ann,vol_ann,sharpe,t_stat,p_val,max_dd,turnover,annual_switches
strategy_3A_T1,295,0.04035791902526906,0.07479133322560472,0.5396068940706162,2.67545637910492,0.007880977897896768,-0.24664262807136728,0.00018216995591530775,0.002186039470983693
equal_weight,295,0.04037152542372882,0.07483078037706528,0.5395042684347335,2.6749475449606575,0.00789265886979984,-0.24709127259327768,,
strategy_1A_med,295,0.04584610169491525,0.07591138319730253,0.6039423833940145,2.994441916918669,0.0029832370671929453,-0.1333427960762138,,
