strategy,cost_bps,sharpe,ff5_alpha,breakeven_bps
strategy_3A_T1,0,0.5396068940706162,-0.0014172911868007398,0.0
strategy_3A_T1,25,0.539533109320179,-0.001417730095715398,0.0
strategy_3A_T1,50,0.5394593224525757,-0.0014181690046300567,0.0
strategy_3A_T1,75,0.5393855334687726,-0.001418607913544716,0.0
