strategy,period,sharpe,ff5_alpha,ff5_alpha_t
strategy_3A_T1,pre_2008,1.047641303075589,-0.002561798425293147,-6.972668188808331
strategy_3A_T1,post_2007,0.20635214446103844,-0.000889479548759527,-3.83247345774106
