strategy,model,DW,BP_p,JB_p,max_VIF,adj_R2
strategy_3A_T1,CAPM,1.6413914874392304,8.865854276942124e-05,2.8992239686255167e-31,,0.052802224659095676
strategy_3A_T1,FF3,1.6733559812363055,0.008816557375784037,1.8023832572703867e-09,1.1139651291632002,0.8256552643787243
strategy_3A_T1,FF5,0.08771129729591216,0.7785220466927087,1.4432537686045062e-09,1.9744434756078613,0.9945027167114274
equal_weight,CAPM,1.6414266417180916,8.96440139639579e-05,3.6132793085755865e-31,,0.052629874320715975
equal_weight,FF3,1.6735003919115756,0.009021891668981038,1.8010439232252416e-09,1.1139651291632002,0.8262889321921343
equal_weight,FF5,0.08664312243780375,0.7738797212094533,1.4667885046291575e-09,1.9744434756078613,0.994484681995414
strategy_1A_med,CAPM,1.7762086363632374,0.019273558338814827,6.21329358630816e-15,,0.05910772731221936
strategy_1A_med,FF3,1.9493255448548115,0.1722381325740666,0.005270875613316489,1.1139651291632002,0.5005781305117608
strategy_1A_med,FF5,1.9943546681418944,0.6527642923771935,9.998098826709735e-07,1.9744434756078613,0.6899082371458921
