series,n_months,mean_annual,vol_annual,sharpe_annual,max_drawdown,avg_monthly_turnover,ff5_alpha,ff5_alpha_t,ff5_alpha_p,ff5_r_squared
strategy_0bps,357,0.035773109243697476,0.06549340430140323,0.5462093416165728,-0.1687013244224359,0.08403361344537816,-0.0012099780637039009,-2.1928362427274983,0.0283191796750951,0.8252010873350175
strategy_25bps,357,0.033252100840336134,0.06530496327395517,0.5091818320277302,-0.1831599244342348,0.08403361344537816,-0.0014271584704557774,-2.563383186395029,0.010365757542247386,0.8233630537282662
strategy_50bps,357,0.030731092436974788,0.06526295232287196,0.4708811254038964,-0.20442048044859873,0.08403361344537816,-0.001644338877207654,-2.87731594428186,0.004010738068562456,0.8179162638373004
strategy_75bps,357,0.028210084033613442,0.06536765377494855,0.43156029633152676,-0.24310579880478644,0.08403361344537816,-0.0018615192839595309,-3.1271945473639087,0.001764831013543988,0.8089488349373639
