signal_date,date,p_cyclical,w_cyclical,w_defensive,cyclical_next,defensive_next,strategy_gross,converged,used_fallback,mean_gap_fit,warning_count,turnover,strategy_0bps,strategy_25bps,strategy_50bps,strategy_75bps
1998-10-31,1998-11-30,0.017722500034008683,0.0,1.0,-0.012400000000000003,-0.0092,-0.0092,False,False,0.02127813126664483,13,0.0,-0.0092,-0.0092,-0.0092,-0.0092
1998-11-30,1998-12-31,0.10426856506922984,0.0,1.0,-0.02875,-0.019749999999999997,-0.019749999999999997,True,False,0.021217914735082968,0,0.0,-0.019749999999999997,-0.019749999999999997,-0.019749999999999997,-0.019749999999999997
1998-12-31,1999-01-31,0.08761160834761819,0.0,1.0,-0.0264,-0.04605,-0.04605,True,False,0.02144612087302214,0,0.0,-0.04605,-0.04605,-0.04605,-0.04605
1999-01-31,1999-02-28,0.48587612333517904,0.5,0.5,-0.016,0.014250000000000002,-0.000874999999999999,True,False,0.02073441526694554,0,1.0,-0.000874999999999999,-0.003374999999999999,-0.005874999999999999,-0.008374999999999999
1999-02-28,1999-03-31,0.0517671037649057,0.0,1.0,-0.0349,-0.0256,-0.0256,True,False,0.02099477767114205,0,1.0,-0.0256,-0.0281,-0.030600000000000002,-0.033100000000000004
1999-03-31,1999-04-30,0.06760096786585329,0.0,1.0,0.0346,-0.008150000000000001,-0.008150000000000001,True,False,0.021271658376268432,0,0.0,-0.008150000000000001,-0.008150000000000001,-0.008150000000000001,-0.008150000000000001
1999-04-30,1999-05-31,0.8018132326046723,1.0,0.0,0.0312,0.02065,0.0312,True,False,0.021742267763583123,0,2.0,0.0312,0.026199999999999998,0.021199999999999997,0.0162
1999-05-31,1999-06-30,0.7162406026515938,1.0,0.0,-0.004400000000000001,-0.009899999999999999,-0.004400000000000001,True,False,0.021506253317703596,0,0.0,-0.004400000000000001,-0.004400000000000001,-0.004400000000000001,-0.004400000000000001
1999-06-30,1999-07-31,0.6077301122610329,1.0,0.0,0.0118,0.0178,0.0118,True,False,0.020969751104606082,0,0.0,0.0118,0.0118,0.0118,0.0118
1999-07-31,1999-08-31,0.3300637091488117,0.0,1.0,-0.018,0.0024000000000000002,0.0024000000000000002,True,False,0.020605811552873426,0,2.0,0.0024000000000000002,-0.0026,-0.0076,-0.0126
1999-08-31,1999-09-30,0.0699846148068912,0.0,1.0,-0.0020999999999999994,-0.009749999999999998,-0.009749999999999998,True,False,0.021309756638556988,0,0.0,-0.009749999999999998,-0.009749999999999998,-0.009749999999999998,-0.009749999999999998
1999-09-30,1999-10-31,0.23810700359457815,0.0,1.0,-0.05005,-0.0131,-0.0131,True,False,0.020968644795276395,0,0.0,-0.0131,-0.0131,-0.0131,-0.0131
1999-10-31,1999-11-30,0.020253983934257133,0.0,1.0,0.00020000000000000226,-0.0301,-0.0301,True,False,0.02119099397295228,0,0.0,-0.0301,-0.0301,-0.0301,-0.0301
1999-11-30,1999-12-31,0.5573036194183533,0.5,0.5,-0.012800000000000002,-0.06935,-0.041075,True,False,0.02094723445605195,0,1.0,-0.041075,-0.043575,-0.046075,-0.048575
1999-12-31,2000-01-31,0.9616407907225465,1.0,0.0,0.015449999999999998,-0.007950000000000006,0.015449999999999998,True,False,0.038092763197600625,0,1.0,0.015449999999999998,0.012949999999999998,0.010449999999999997,0.007949999999999999
2000-01-31,2000-02-29,0.7745353061367166,1.0,0.0,0.04345000000000001,-0.1004,0.04345000000000001,True,False,0.033530979994233434,0,0.0,0.04345000000000001,0.04345000000000001,0.04345000000000001,0.04345000000000001
2000-02-29,2000-03-31,0.9999999991609408,1.0,0.0,-0.03519999999999999,0.052250000000000005,-0.03519999999999999,True,False,0.14549162114825345,0,0.0,-0.03519999999999999,-0.03519999999999999,-0.03519999999999999,-0.03519999999999999
2000-03-31,2000-04-30,4.169355612958309e-32,0.0,1.0,0.0085,0.0685,0.0685,True,False,0.14618185941871265,0,2.0,0.0685,0.0635,0.0585,0.053500000000000006
2000-04-30,2000-05-31,9.578055658150791e-20,0.0,1.0,0.0036500000000000005,0.0276,0.0276,True,False,0.14664312464581766,0,0.0,0.0276,0.0276,0.0276,0.0276
2000-05-31,2000-06-30,4.39263183790765e-15,0.0,1.0,0.009550000000000003,-0.05740000000000001,-0.05740000000000001,True,False,0.14681312372827135,0,0.0,-0.05740000000000001,-0.05740000000000001,-0.05740000000000001,-0.05740000000000001
2000-06-30,2000-07-31,0.0029485808957100024,0.0,1.0,0.03560000000000001,0.0435,0.0435,True,False,0.14602064091823083,0,0.0,0.0435,0.0435,0.0435,0.0435
2000-07-31,2000-08-31,2.263754262886888e-12,0.0,1.0,-0.0116,-0.009250000000000001,-0.009250000000000001,True,False,0.14606574308166798,0,0.0,-0.009250000000000001,-0.009250000000000001,-0.009250000000000001,-0.009250000000000001
2000-08-31,2000-09-30,9.069946973400313e-12,0.0,1.0,0.03755,0.0412,0.0412,True,False,0.14606999718393598,0,0.0,0.0412,0.0412,0.0412,0.0412
2000-09-30,2000-10-31,5.285754825603863e-12,0.0,1.0,0.015000000000000001,0.06624999999999999,0.06624999999999999,True,False,0.1460839194047935,0,0.0,0.06624999999999999,0.06624999999999999,0.06624999999999999,0.06624999999999999
2000-10-31,2000-11-30,1.6919039802316116e-17,0.0,1.0,0.05945,0.107,0.107,True,False,0.14643973802785668,0,0.0,0.107,0.107,0.107,0.107
2000-11-30,2000-12-31,9.018801931508618e-17,0.0,1.0,0.05405,0.0337,0.0337,True,False,0.14676419395013351,0,0.0,0.0337,0.0337,0.0337,0.0337
2000-12-31,2001-01-31,9.69815690989697e-09,0.0,1.0,0.000900000000000005,-0.05205,-0.05205,True,False,0.14659359161868948,0,0.0,-0.05205,-0.05205,-0.05205,-0.05205
2001-01-31,2001-02-28,7.767723800065482e-05,0.0,1.0,0.0755,0.09065,0.09065,True,False,0.14616584464774646,0,0.0,0.09065,0.09065,0.09065,0.09065
2001-02-28,2001-03-31,1.2132102917230618e-12,0.0,1.0,0.044,0.0353,0.0353,True,False,0.1462613081963057,0,0.0,0.0353,0.0353,0.0353,0.0353
2001-03-31,2001-04-30,5.875596326469821e-10,0.0,1.0,-0.0276,-0.03185,-0.03185,True,False,0.14618405084041214,0,0.0,-0.03185,-0.03185,-0.03185,-0.03185
2001-04-30,2001-05-31,1.5884862884104585e-10,0.0,1.0,0.03465,0.0112,0.0112,True,False,0.1461400552879369,0,0.0,0.0112,0.0112,0.0112,0.0112
2001-05-31,2001-06-30,2.665421065799556e-08,0.0,1.0,0.02715,-0.0004999999999999987,-0.0004999999999999987,True,False,0.14595680619627197,0,0.0,-0.0004999999999999987,-0.0004999999999999987,-0.0004999999999999987,-0.0004999999999999987
2001-06-30,2001-07-31,8.399663549509575e-08,0.0,1.0,0.010450000000000001,0.05095,0.05095,True,False,0.14574510478034,0,0.0,0.05095,0.05095,0.05095,0.05095
2001-07-31,2001-08-31,1.741617488235383e-15,0.0,1.0,0.027,0.051699999999999996,0.051699999999999996,True,False,0.14601078659607777,0,0.0,0.051699999999999996,0.051699999999999996,0.051699999999999996,0.051699999999999996
2001-08-31,2001-09-30,1.0522127178114018e-13,0.0,1.0,-0.0211,0.04190000000000001,0.04190000000000001,True,False,0.14616789876429917,0,0.0,0.04190000000000001,0.04190000000000001,0.04190000000000001,0.04190000000000001
2001-09-30,2001-10-31,1.635271186756e-17,0.0,1.0,-0.009850000000000001,-0.036699999999999997,-0.036699999999999997,True,False,0.14656950978787586,0,0.0,-0.036699999999999997,-0.036699999999999997,-0.036699999999999997,-0.036699999999999997
2001-10-31,2001-11-30,1.2510895074235848e-07,0.0,1.0,0.00905,-0.025849999999999998,-0.025849999999999998,True,False,0.14636594811207831,0,0.0,-0.025849999999999998,-0.025849999999999998,-0.025849999999999998,-0.025849999999999998
2001-11-30,2001-12-31,1.0110390586490654e-06,0.0,1.0,0.029700000000000004,-0.00010000000000000026,-0.00010000000000000026,True,False,0.14610736943021474,0,0.0,-0.00010000000000000026,-0.00010000000000000026,-0.00010000000000000026,-0.00010000000000000026
2001-12-31,2002-01-31,2.937044706021619e-07,0.0,1.0,0.0235,0.0378,0.0378,True,False,0.1458885404372146,0,0.0,0.0378,0.0378,0.0378,0.0378
2002-01-31,2002-02-28,4.8159908382444864e-12,0.0,1.0,0.009799999999999998,0.06565,0.06565,True,False,0.14597330215893822,0,0.0,0.06565,0.06565,0.06565,0.06565
2002-02-28,2002-03-31,3.4053746700079775e-16,0.0,1.0,0.02615,-0.00585,-0.00585,True,False,0.14631994034739917,0,0.0,-0.00585,-0.00585,-0.00585,-0.00585
2002-03-31,2002-04-30,6.506347002925004e-07,0.0,1.0,0.0532,0.049699999999999994,0.049699999999999994,True,False,0.14608903167024323,0,0.0,0.049699999999999994,0.049699999999999994,0.049699999999999994,0.049699999999999994
2002-04-30,2002-05-31,6.085464174077102e-10,0.0,1.0,-0.007749999999999999,0.0242,0.0242,True,False,0.14605429241943196,0,0.0,0.0242,0.0242,0.0242,0.0242
2002-05-31,2002-06-30,1.1992547719431494e-13,0.0,1.0,0.020649999999999998,0.0329,0.0329,True,False,0.1462474149236408,0,0.0,0.0329,0.0329,0.0329,0.0329
2002-06-30,2002-07-31,1.2454152434683606e-11,0.0,1.0,-0.049199999999999994,0.013699999999999997,0.013699999999999997,True,False,0.14631395378169762,0,0.0,0.013699999999999997,0.013699999999999997,0.013699999999999997,0.013699999999999997
2002-07-31,2002-08-31,1.4977104473668084e-16,0.0,1.0,0.008649999999999998,-0.0001499999999999991,-0.0001499999999999991,True,False,0.14668841583254866,0,0.0,-0.0001499999999999991,-0.0001499999999999991,-0.0001499999999999991,-0.0001499999999999991
2002-08-31,2002-09-30,3.124051415171997e-09,0.0,1.0,0.02155,0.004999999999999999,0.004999999999999999,True,False,0.14661658218357915,0,0.0,0.004999999999999999,0.004999999999999999,0.004999999999999999,0.004999999999999999
2002-09-30,2002-10-31,1.8803967481408704e-08,0.0,1.0,-0.040249999999999994,-0.012150000000000001,-0.012150000000000001,True,False,0.14649520990680667,0,0.0,-0.012150000000000001,-0.012150000000000001,-0.012150000000000001,-0.012150000000000001
2002-10-31,2002-11-30,4.579407275447377e-13,0.0,1.0,0.0089,-0.02045,-0.02045,True,False,0.14665592353684873,0,0.0,-0.02045,-0.02045,-0.02045,-0.02045
2002-11-30,2002-12-31,4.0558344942491035e-07,0.0,1.0,0.0133,0.022650000000000003,0.022650000000000003,True,False,0.14645240543058186,0,0.0,0.022650000000000003,0.022650000000000003,0.022650000000000003,0.022650000000000003
2002-12-31,2003-01-31,3.800436654056919e-11,0.0,1.0,-0.0004000000000000006,-0.0012000000000000005,-0.0012000000000000005,True,False,0.14649726211548306,0,0.0,-0.0012000000000000005,-0.0012000000000000005,-0.0012000000000000005,-0.0012000000000000005
2003-01-31,2003-02-28,3.8074874999111026e-10,0.0,1.0,-0.01115,0.0005500000000000001,0.0005500000000000001,True,False,0.14647875446199382,0,0.0,0.0005500000000000001,0.0005500000000000001,0.0005500000000000001,0.0005500000000000001
2003-02-28,2003-03-31,1.69645042921435e-11,0.0,1.0,-0.0066999999999999985,0.004349999999999999,0.004349999999999999,True,False,0.14653712820213624,0,0.0,0.004349999999999999,0.004349999999999999,0.004349999999999999,0.004349999999999999
2003-03-31,2003-04-30,1.7622595213255865e-11,0.0,1.0,0.011799999999999998,-0.018499999999999996,-0.018499999999999996,True,False,0.14659081851569497,0,0.0,-0.018499999999999996,-0.018499999999999996,-0.018499999999999996,-0.018499999999999996
2003-04-30,2003-05-31,4.0926944341691835e-07,0.0,1.0,0.0274,-0.019350000000000003,-0.019350000000000003,True,False,0.14638772475659984,0,0.0,-0.019350000000000003,-0.019350000000000003,-0.019350000000000003,-0.019350000000000003
2003-05-31,2003-06-30,2.312983821140885e-05,0.0,1.0,0.00895,0.0002000000000000001,0.0002000000000000001,True,False,0.14607940008185732,0,0.0,0.0002000000000000001,0.0002000000000000001,0.0002000000000000001,0.0002000000000000001
2003-06-30,2003-07-31,2.7310114485446226e-09,0.0,1.0,0.014350000000000002,-0.011850000000000003,-0.011850000000000003,True,False,0.14601552948745233,0,0.0,-0.011850000000000003,-0.011850000000000003,-0.011850000000000003,-0.011850000000000003
2003-07-31,2003-08-31,1.7145592630341572e-07,0.0,1.0,0.02005,-0.000700000000000001,-0.000700000000000001,True,False,0.14584494403445927,0,0.0,-0.000700000000000001,-0.000700000000000001,-0.000700000000000001,-0.000700000000000001
2003-08-31,2003-09-30,4.6232263013373957e-08,0.0,1.0,0.0035499999999999998,0.00655,0.00655,True,False,0.14570996289766872,0,0.0,0.00655,0.00655,0.00655,0.00655
2003-09-30,2003-10-31,1.5122172979473963e-10,0.0,1.0,0.0242,0.0013500000000000005,0.0013500000000000005,True,False,0.14571933692418337,0,0.0,0.0013500000000000005,0.0013500000000000005,0.0013500000000000005,0.0013500000000000005
2003-10-31,2003-11-30,6.949506360175263e-08,0.0,1.0,0.02015,0.00945,0.00945,True,False,0.14557381357539131,0,0.0,0.00945,0.00945,0.00945,0.00945
2003-11-30,2003-12-31,3.6131380188455856e-09,0.0,1.0,-0.004999999999999998,0.0071,0.0071,True,False,0.14550291930839165,0,0.0,0.0071,0.0071,0.0071,0.0071
2003-12-31,2004-01-31,1.4191760405354117e-11,0.0,1.0,0.024399999999999998,-0.0013500000000000005,-0.0013500000000000005,True,False,0.1455658339500862,0,0.0,-0.0013500000000000005,-0.0013500000000000005,-0.0013500000000000005,-0.0013500000000000005
2004-01-31,2004-02-29,1.2348258831412014e-07,0.0,1.0,0.00014999999999999996,0.0048000000000000004,0.0048000000000000004,True,False,0.1454062275624968,0,0.0,0.0048000000000000004,0.0048000000000000004,0.0048000000000000004,0.0048000000000000004
2004-02-29,2004-03-31,7.718558072545937e-11,0.0,1.0,0.011699999999999999,0.0033500000000000005,0.0033500000000000005,True,False,0.14542639691755022,0,0.0,0.0033500000000000005,0.0033500000000000005,0.0033500000000000005,0.0033500000000000005
2004-03-31,2004-04-30,1.6199783062615565e-09,0.0,1.0,-0.02645,0.0031499999999999983,0.0031499999999999983,True,False,0.1453714757679823,0,0.0,0.0031499999999999983,0.0031499999999999983,0.0031499999999999983,0.0031499999999999983
2004-04-30,2004-05-31,1.7419564757928168e-13,0.0,1.0,-0.0029,-0.0058,-0.0058,True,False,0.1455308588988238,0,0.0,-0.0058,-0.0058,-0.0058,-0.0058
2004-05-31,2004-06-30,4.026857635078547e-10,0.0,1.0,0.01865,0.004050000000000001,0.004050000000000001,True,False,0.14550710703978312,0,0.0,0.004050000000000001,0.004050000000000001,0.004050000000000001,0.004050000000000001
2004-06-30,2004-07-31,6.533365741088673e-09,0.0,1.0,0.0014999999999999996,0.01765,0.01765,True,False,0.1454168049186973,0,0.0,0.01765,0.01765,0.01765,0.01765
2004-07-31,2004-08-31,3.371696716923559e-12,0.0,1.0,-0.0004999999999999996,-0.000700000000000001,-0.000700000000000001,True,False,0.14549993841989792,0,0.0,-0.000700000000000001,-0.000700000000000001,-0.000700000000000001,-0.000700000000000001
2004-08-31,2004-09-30,1.649931146698954e-10,0.0,1.0,0.01585,-0.016050000000000002,-0.016050000000000002,True,False,0.14549176226839708,0,0.0,-0.016050000000000002,-0.016050000000000002,-0.016050000000000002,-0.016050000000000002
2004-09-30,2004-10-31,4.113944032902634e-07,0.0,1.0,-0.0005499999999999999,-0.0006000000000000003,-0.0006000000000000003,True,False,0.14530410788661002,0,0.0,-0.0006000000000000003,-0.0006000000000000003,-0.0006000000000000003,-0.0006000000000000003
2004-10-31,2004-11-30,1.5557152190835694e-10,0.0,1.0,0.028450000000000003,-0.0034999999999999996,-0.0034999999999999996,True,False,0.1452978794750844,0,0.0,-0.0034999999999999996,-0.0034999999999999996,-0.0034999999999999996,-0.0034999999999999996
2004-11-30,2004-12-31,4.0422051215617155e-07,0.0,1.0,-0.00135,-0.0034000000000000002,-0.0034000000000000002,True,False,0.1451130058693552,0,0.0,-0.0034000000000000002,-0.0034000000000000002,-0.0034000000000000002,-0.0034000000000000002
2004-12-31,2005-01-31,2.4864072083644145e-10,0.0,1.0,0.00475,0.006949999999999999,0.006949999999999999,True,False,0.14509689685504373,0,0.0,0.006949999999999999,0.006949999999999999,0.006949999999999999,0.006949999999999999
2005-01-31,2005-02-28,7.883537502899491e-11,0.0,1.0,0.005549999999999999,0.00555,0.00555,True,False,0.1451040311227604,0,0.0,0.00555,0.00555,0.00555,0.00555
2005-02-28,2005-03-31,1.2236859807252613e-10,0.0,1.0,0.0033,0.0089,0.0089,True,False,0.14509917917910112,0,0.0,0.0089,0.0089,0.0089,0.0089
2005-03-31,2005-04-30,2.7395883305814962e-11,0.0,1.0,-0.0196,0.0005999999999999998,0.0005999999999999998,True,False,0.14512437150977212,0,0.0,0.0005999999999999998,0.0005999999999999998,0.0005999999999999998,0.0005999999999999998
2005-04-30,2005-05-31,6.778786670330544e-13,0.0,1.0,0.0109,-0.0037,-0.0037,True,False,0.145226209308183,0,0.0,-0.0037,-0.0037,-0.0037,-0.0037
2005-05-31,2005-06-30,3.878927928146035e-09,0.0,1.0,0.030299999999999997,0.0017499999999999998,0.0017499999999999998,True,False,0.14514238597594517,0,0.0,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998,0.0017499999999999998
2005-06-30,2005-07-31,1.3026790612282059e-07,0.0,1.0,0.009899999999999999,-0.00985,-0.00985,True,False,0.14498373832865266,0,0.0,-0.00985,-0.00985,-0.00985,-0.00985
2005-07-31,2005-08-31,1.4090255018393436e-08,0.0,1.0,0.002000000000000001,-0.007899999999999999,-0.007899999999999999,True,False,0.1448743526106282,0,0.0,-0.007899999999999999,-0.007899999999999999,-0.007899999999999999,-0.007899999999999999
2005-08-31,2005-09-30,1.1194598634434602e-09,0.0,1.0,0.0023500000000000005,-0.0017499999999999998,-0.0017499999999999998,True,False,0.14481855261168564,0,0.0,-0.0017499999999999998,-0.0017499999999999998,-0.0017499999999999998,-0.0017499999999999998
2005-09-30,2005-10-31,2.3850126294862424e-10,0.0,1.0,-0.00535,-0.0098,-0.0098,True,False,0.14479377783522215,0,0.0,-0.0098,-0.0098,-0.0098,-0.0098
