strategy,n_months,mean_ann,vol_ann,sharpe,t_stat,p_val,max_dd,turnover,annual_switches
strategy_3A_T1,15,-0.02985392385102592,0.10034646266125051,-0.2975084827036381,-0.33262459560407764,0.7443459171477975,-0.07966692772203865,0.005147013937696991,0.06176416725236389
equal_weight,15,-0.034642738394223854,0.10527617021409681,-0.3290653366642424,-0.36790623091005,0.7184458912121929,-0.08535379237301377,,
strategy_1A_med,15,-0.022369127721684708,0.09989031168948534,-0.22393690982985817,-0.2503690765254019,0.8059387431199299,-0.09582548120774181,,
