strategy,model,alpha,alpha_t,alpha_p,R2,adj_R2,beta_MktRF,beta_SMB,beta_HML,beta_RMW,beta_CMA
strategy_3A_T1,CAPM,-0.005847511377499472,-1.6684332484698923,0.0952297526297712,0.009710041257754098,-0.0664661094147263,-0.07314777948487342,,,,
strategy_3A_T1,FF3,-0.00832972622760979,-2.336840110773295,0.019447499340214062,0.3251893381393305,0.1411500667227843,-0.0961996917414555,-0.06251792007765578,0.5885201224364056,,
strategy_3A_T1,FF5,-0.002055557780473967,-0.25839768119271167,0.7961000059908879,0.44128012053244126,0.1308801874949086,0.015464185443456749,0.04598889413388751,0.19066477933226406,0.3419577394391904,1.150835785941903
equal_weight,CAPM,-0.006304219133303174,-1.8421326289971756,0.06545575206410323,0.007893349238255132,-0.06842254697418682,-0.06919623397272491,,,,
equal_weight,FF3,-0.008600257325609855,-2.701114239864962,0.006910759666222672,0.4146965006043577,0.2550682734964552,-0.11058231322143516,-0.0294352258504684,0.6606796674628849,,
equal_weight,FF5,-0.0034111198574019374,-0.47815107802668516,0.6325426796522203,0.5067287012022836,0.23268909075910782,0.015638841815339463,0.07674507130724381,0.29587127092712096,0.38540966877374405,1.0627080584224813
strategy_1A_med,CAPM,-0.005823353627461499,-1.5516417059414909,0.12074797812135504,0.0018855353848420409,-0.07489250035478534,-0.032043442596816275,,,,
strategy_1A_med,FF3,-0.008559342490838902,-2.0144177466442343,0.04396569268005833,0.13525175434229897,-0.1005886762916195,-0.022051194741616584,-0.11900929550086589,0.44347844988144774,,
strategy_1A_med,FF5,0.0025985025784647045,0.2526951240916365,0.8005038160439922,0.44805445871641336,0.1414180468921985,0.12536158844830386,0.0491219503417411,-0.21003765909681127,0.45313890535833473,1.8790833918053071
