feature,importance,agreement_rate,oos_accuracy,majority_accuracy,oos_balanced_accuracy,majority_balanced_accuracy,brier_score,majority_brier_score,confusion_tn,confusion_fp,confusion_fn,confusion_tp,sample_ok
z_spread_3m,0.33061923838485824,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6071428571428572,0.2857142857142857,0.24855857585754926,0.252589980317398,2.0,2.0,2.0,5.0,False
z_dTERM,0.26600694560026283,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6071428571428572,0.2857142857142857,0.24855857585754926,0.252589980317398,2.0,2.0,2.0,5.0,False
z_dDEF,0.14448009730059658,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6071428571428572,0.2857142857142857,0.24855857585754926,0.252589980317398,2.0,2.0,2.0,5.0,False
z_mkt_rf_3m,0.14367014586471866,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6071428571428572,0.2857142857142857,0.24855857585754926,0.252589980317398,2.0,2.0,2.0,5.0,False
z_TERM,0.1152235728495638,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6071428571428572,0.2857142857142857,0.24855857585754926,0.252589980317398,2.0,2.0,2.0,5.0,False
