date,ret
2000-05-31,0.0276
2000-06-30,0.009550000000000003
2000-07-31,0.0435
2000-08-31,-0.009250000000000001
2000-09-30,0.03755
2000-10-31,0.06624999999999999
2000-11-30,0.107
2000-12-31,0.0337
2001-01-31,-0.05205
2001-02-28,0.09065
2001-03-31,0.0353
2001-04-30,-0.03185
2001-05-31,0.0112
2001-06-30,0.02715
2001-07-31,0.010450000000000001
2001-08-31,0.051699999999999996
2001-09-30,0.04190000000000001
2001-10-31,-0.009850000000000001
2001-11-30,0.00905
2001-12-31,0.029700000000000004
2002-01-31,0.0235
2002-02-28,0.009799999999999998
2002-03-31,-0.00585
2002-04-30,0.049699999999999994
2002-05-31,0.0242
2002-06-30,0.0329
2002-07-31,-0.049199999999999994
2002-08-31,0.008649999999999998
2002-09-30,0.02155
2002-10-31,-0.012150000000000001
2002-11-30,0.0089
2002-12-31,0.0133
2003-01-31,-0.0012000000000000005
2003-02-28,0.0005500000000000001
2003-03-31,0.004349999999999999
2003-04-30,-0.018499999999999996
2003-05-31,-0.019350000000000003
2003-06-30,0.0002000000000000001
2003-07-31,0.014350000000000002
2003-08-31,0.02005
2003-09-30,0.00655
2003-10-31,0.0013500000000000005
2003-11-30,0.00945
2003-12-31,0.0071
2004-01-31,0.024399999999999998
2004-02-29,0.00014999999999999996
2004-03-31,0.011699999999999999
2004-04-30,0.0031499999999999983
2004-05-31,-0.0058
2004-06-30,0.004050000000000001
2004-07-31,0.01765
2004-08-31,-0.000700000000000001
2004-09-30,-0.016050000000000002
2004-10-31,-0.0006000000000000003
2004-11-30,-0.0034999999999999996
2004-12-31,-0.00135
2005-01-31,0.00475
2005-02-28,0.00555
2005-03-31,0.0089
2005-04-30,0.0005999999999999998
2005-05-31,-0.0037
2005-06-30,0.0017499999999999998
2005-07-31,-0.00985
2005-08-31,0.002000000000000001
2005-09-30,-0.0017499999999999998
2005-10-31,-0.00535
2005-11-30,-0.0094
2005-12-31,0.0019
2006-01-31,-0.00505
2006-02-28,0.007199999999999999
2006-03-31,-0.00205
2006-04-30,0.007349999999999999
2006-05-31,0.012
2006-06-30,0.00595
2006-07-31,0.01235
2006-08-31,0.0016500000000000004
2006-09-30,0.006200000000000001
2006-10-31,0.0010500000000000002
2006-11-30,-0.003
2006-12-31,0.006149999999999998
2007-01-31,0.00295
2007-02-28,-0.0059
2007-03-31,-0.0005999999999999998
2007-04-30,0.01095
2007-05-31,0.0010499999999999997
2007-06-30,-0.0017500000000000007
2007-07-31,-0.0045
2007-08-31,-0.0092
2007-09-30,-0.01715
2007-10-31,-0.0145
2007-11-30,0.006950000000000001
2007-12-31,-0.0016500000000000002
2008-01-31,0.020900000000000002
2008-02-29,-0.0068000000000000005
2008-03-31,0.0068
2008-04-30,-0.00375
2008-05-31,0.0077
2008-06-30,0.021450000000000004
2008-07-31,-0.001850000000000001
2008-08-31,0.01245
2008-09-30,0.0205
2008-10-31,-0.02475
2008-11-30,0.0353
2008-12-31,0.016900000000000002
2009-01-31,-0.06555
2009-02-28,-0.03885
2009-03-31,0.02035
2009-04-30,0.06259999999999999
2009-05-31,-0.009150000000000002
2009-06-30,-0.002449999999999999
2009-07-31,0.036
2009-08-31,0.0375
2009-09-30,0.01935
2009-10-31,-0.0451
2009-11-30,0.0045000000000000005
2009-12-31,0.03015
2010-01-31,0.00365
2010-02-28,0.00565
2010-03-31,0.0201
2010-04-30,0.011800000000000001
2010-05-31,-0.012
2010-06-30,-0.008400000000000001
2010-07-31,0.01095
2010-08-31,-0.02395
2010-09-30,0.0031499999999999983
2010-10-31,-0.00865
2010-11-30,0.0132
2010-12-31,0.02265
2011-01-31,-0.0085
2011-02-28,0.01415
2011-03-31,0.0036000000000000008
2011-04-30,-0.014849999999999999
2011-05-31,0.002449999999999999
2011-06-30,0.004250000000000001
2011-07-31,0.004750000000000001
2011-08-31,0.01575
2011-09-30,-0.0251
2011-10-31,0.016550000000000002
2011-11-30,-0.0040999999999999995
2011-12-31,0.017650000000000002
2012-01-31,0.005449999999999999
2012-02-29,-0.0022
2012-03-31,0.0035499999999999998
2012-04-30,-0.00635
2012-05-31,0.021949999999999997
2012-06-30,-0.0030499999999999998
2012-07-31,0.0052499999999999995
2012-08-31,-0.0118
2012-09-30,0.0013
2012-10-31,0.005600000000000001
2012-11-30,-0.0023
2012-12-31,0.026999999999999996
2013-01-31,-0.002449999999999998
2013-02-28,9.999999999999983e-05
2013-03-31,0.0084
2013-04-30,-0.009000000000000001
2013-05-31,-0.01475
2013-06-30,0.00745
2013-07-31,0.01165
2013-08-31,-0.013800000000000002
2013-09-30,0.00735
2013-10-31,0.0182
2013-11-30,0.0015999999999999999
2013-12-31,-0.0022
2014-01-31,-0.0069500000000000004
2014-02-28,-0.00395
2014-03-31,0.0197
2014-04-30,0.021650000000000003
2014-05-31,-0.0052499999999999995
2014-06-30,0.011750000000000002
2014-07-31,0.007200000000000001
2014-08-31,-0.0013999999999999998
2014-09-30,0.00305
2014-10-31,0.010150000000000001
2014-11-30,0.008550000000000002
2014-12-31,0.02475
2015-01-31,-0.021900000000000003
2015-02-28,-0.014250000000000002
2015-03-31,0.0135
2015-04-30,-0.00285
2015-05-31,-0.01295
2015-06-30,-0.00595
2015-07-31,-0.0437
2015-08-31,0.00975
2015-09-30,0.0060500000000000016
2015-10-31,0.0078
2015-11-30,-0.01855
2015-12-31,0.0023
2016-01-31,0.02915
2016-02-29,0.02625
2016-03-31,0.011099999999999999
2016-04-30,0.02225
2016-05-31,-0.011200000000000002
2016-06-30,-0.005350000000000001
2016-07-31,0.006150000000000002
2016-08-31,-0.01105
2016-09-30,0.003100000000000001
2016-10-31,0.00045000000000000595
2016-11-30,0.07624999999999998
2016-12-31,0.01955
2017-01-31,-0.020999999999999998
2017-02-28,-0.006750000000000001
2017-03-31,-0.0015999999999999999
2017-04-30,0.0009499999999999995
2017-05-31,-0.0033500000000000005
2017-06-30,0.0201
2017-07-31,-0.009349999999999999
2017-08-31,-0.0109
2017-09-30,0.03955
2017-10-31,-0.011100000000000002
2017-11-30,0.015449999999999998
2017-12-31,0.0126
2018-01-31,-0.009000000000000001
2018-02-28,-0.0038000000000000004
2018-03-31,-0.0016499999999999998
2018-04-30,0.0071
2018-05-31,-0.017349999999999997
2018-06-30,-0.0078000000000000005
2018-07-31,-0.007199999999999999
2018-08-31,-0.014299999999999998
2018-09-30,0.01005
2018-10-31,-0.005000000000000001
2018-11-30,-0.0022500000000000007
2018-12-31,0.00105
2019-01-31,0.0126
