strategy,period,sharpe,ff5_alpha,ff5_alpha_t,sample_ok
strategy_4_S1,pre_2008,1.187525006889576,0.0020495670915017606,1.3974923702701239,True
strategy_4_S1,post_2007,0.6594867670209885,0.0028546142424206522,2.847207410272954,True
