gross_sharpe,net_sharpe_25bps,net_sharpe_50bps,mean_ann_return,vol_ann,ff5_alpha_ann,ff5_alpha_t,max_drawdown,turnover,lambda_extreme_share,lambda_low_share,lambda_high_share,weight_instability,avg_abs_delta_weight,max_abs_weight,clip_rate,live_months
-0.2978279023410406,-0.29939550197207326,-0.30096338910909265,-0.02989907367133724,0.10039043835825703,-0.02482031604779724,-0.2602554559972817,-0.07972013592389027,0.005139978562683145,1.0,1.0,0.0,0.005139978562683145,0.0018357066295296945,0.3690845858634722,0.0,15
