rebalance_date,selected_lambda,validation_score,n_validation_folds,validation_metric,validation_aggregation
2023-07-31,1,0.8812061001883704,1,gross_sharpe,single
2024-07-31,10,1.107876870919158,1,gross_sharpe,single
