rebalance_date,selected_lambda,validation_score,n_validation_folds,validation_metric,validation_aggregation
2023-07-31,1,0.8932884271853997,1,gross_sharpe,single
2024-07-31,1,1.128435727548121,1,gross_sharpe,single
