rebalance_date,selected_lambda,validation_score,n_validation_folds,validation_metric,validation_aggregation
2023-07-31,1,0.8935662398530464,1,gross_sharpe,single
2024-07-31,1,1.1283811411828468,1,gross_sharpe,single
