strategy,cost_bps,sharpe,ff5_alpha,breakeven_bps
strategy_1A_med,0,0.5444972354142581,-0.0008443021750583564,0.0
strategy_1A_med,25,0.5166896412761608,-0.0010233956486504119,0.0
strategy_1A_med,50,0.4881649329762511,-0.0012024891222424676,0.0
strategy_1A_med,75,0.4589950930731215,-0.0013815825958345233,0.0
