strategy,period,sharpe,ff5_alpha,ff5_alpha_t
strategy_1A_med,pre_2008,0.8312715764246235,-0.0011458012181358942,-1.1770888853691654
strategy_1A_med,post_2007,0.24207288349638414,-0.00014566907045222334,-0.18849647025718053
