series,n_months,mean_annual,vol_annual,sharpe_annual,t_stat,p_value,max_drawdown,turnover_mean_monthly,ff5_alpha,ff5_alpha_t,ff5_alpha_p,ff5_r_squared
FF_Bad_Basket,391,0.0342,0.0662,0.5168,2.9499,0.0034,-0.2763,0.0,-0.002,-8.8586,0.0,0.9918
FF_Direct_Main,391,0.0388,0.0715,0.5422,3.095,0.0021,-0.1891,0.0,-0.0008,-1.2196,0.2226,0.6679
FF_Good_Basket,391,0.0152,0.0785,0.1931,1.1024,0.271,-0.3923,0.0,-0.002,-8.8586,0.0,0.9942
Self_Bad_Basket,285,-0.0379,0.2433,-0.1559,-0.7599,0.448,-0.8718,0.0,-0.0055,-1.4072,0.1594,0.0263
Self_Built_Main,135,0.0362,0.1302,0.2782,0.933,0.3525,-0.3243,0.0,0.004,1.194,0.2325,0.1234
Self_Good_Basket,135,-0.0215,0.1363,-0.1579,-0.5297,0.5972,-0.5571,0.0,-0.0012,-0.4106,0.6814,0.5417
