series,n_months,mean_annual,vol_annual,sharpe_annual,t_stat,p_value,max_drawdown,turnover_mean_monthly,ff5_alpha,ff5_alpha_t,ff5_alpha_p,ff5_r_squared
FF_Direct_ML,391,0.0195,0.0703,0.2769,1.5809,0.1147,-0.2913,0.0,-0.0025,-3.657,0.0003,0.5792
FF_Direct_Main,391,0.0388,0.0715,0.5422,3.095,0.0021,-0.1891,0.0,-0.0008,-1.2196,0.2226,0.6679
FF_Direct_Tercile,391,0.0244,0.0697,0.3496,1.9957,0.0467,-0.2763,0.0,-0.0025,-6.058,0.0,0.8139
FF_Direct_VIX,391,0.0304,0.0723,0.42,2.3972,0.017,-0.2763,0.0,-0.0018,-3.0585,0.0022,0.7266
Self_Built_ML,134,-0.0145,0.1172,-0.124,-0.4144,0.6793,-0.4055,0.0,-0.002,-0.713,0.4758,0.039
Self_Built_Main,135,0.0362,0.1302,0.2782,0.933,0.3525,-0.3243,0.0,0.004,1.194,0.2325,0.1234
Self_Built_Tercile,135,0.0209,0.1266,0.1652,0.554,0.5805,-0.4234,0.0,0.0024,0.629,0.5294,0.0778
Self_Built_VIX,135,0.0313,0.1271,0.2464,0.8265,0.41,-0.338,0.0,0.0036,1.0567,0.2907,0.1148
