model,n_months,mean_ann,vol_ann,sharpe,t_stat,p_val,max_dd,feature_set
FF_screened_gbt_full,293,0.06390921501706484,0.07702080254991917,0.8297656334552425,4.100139478255286,5.3575779171755045e-05,-0.13147465746683773,"z_mkt_rf_3m, z_TERM, z_dDEF, z_dTERM, z_spread_3m"
Self_built_screened_gbt_full,11,-0.011048075313957694,0.13137913418976563,-0.0840930744603608,-0.08051298906292162,0.937417810745329,-0.08236678773598305,"z_mkt_rf_3m, z_TERM, z_dTERM, z_spread_3m"
FF_screened_gbt_overlap,11,0.0726,0.11579981865270773,0.6269439869999519,0.6002531681985912,0.5616930024929161,-0.06088937499999991,"z_mkt_rf_3m, z_TERM, z_dDEF, z_dTERM, z_spread_3m"
Self_built_screened_gbt_overlap,11,-0.011048075313957694,0.13137913418976563,-0.0840930744603608,-0.08051298906292162,0.937417810745329,-0.08236678773598305,"z_mkt_rf_3m, z_TERM, z_dTERM, z_spread_3m"
