gross_sharpe,net_sharpe_25bps,net_sharpe_50bps,mean_ann_return,vol_ann,ff5_alpha_ann,ff5_alpha_t,max_drawdown,turnover,lambda_extreme_share,lambda_low_share,lambda_high_share,weight_instability,avg_abs_delta_weight,max_abs_weight,clip_rate,live_months
0.538348378812683,0.5378307109097296,0.5373129273433115,0.04022063461866522,0.0747111651146253,-0.01709378831918255,-6.147389354458221,-0.24722921623182792,0.001298115811002335,1.0,0.6,0.4,0.001298115811002335,0.00043417705696790115,0.3589875531833216,0.0,295
