gross_sharpe,net_sharpe_25bps,net_sharpe_50bps,mean_ann_return,vol_ann,ff5_alpha_ann,ff5_alpha_t,max_drawdown,turnover,lambda_extreme_share,lambda_low_share,lambda_high_share,weight_instability,avg_abs_delta_weight,max_abs_weight,clip_rate,live_months
0.5364348893593878,0.5358874310804118,0.5353398353906638,0.040127502011182,0.07480404948884363,-0.017258898905179485,-6.219912934470298,-0.24672708856622105,0.001340791323977508,1.0,0.6,0.4,0.001340791323977508,0.00044845061289497146,0.3589875531833216,0.0,295
