date,ret,W_RMW,W_CMA,W_HML,turnover,clip_hit,selected_lambda
2000-03-31,0.0626952920028088,0.3304230591071533,0.3372477768975931,0.3323291639952536,0.0,0.0,1
2000-04-30,0.06707943517051881,0.3304557118459705,0.33828626358364766,0.33125802457038184,0.0021422788497434953,0.0,1
2000-05-31,0.03358708776651832,0.3316168713408467,0.3372493951359329,0.3311337335232204,0.0023223189897524366,0.0,1
2000-06-30,-0.06493687123772528,0.3335380695427187,0.33600988809117177,0.3304520423661096,0.0038423964037438973,0.0,1
2000-07-31,0.05568326615661575,0.3317715927172842,0.33766296405117735,0.3305654432315386,0.003532953650869086,0.0,1
2000-08-31,-0.010538576000642641,0.3302045177421465,0.33883257167440445,0.330962910583449,0.0031341499502752224,0.0,1
2000-09-30,0.051653810523524066,0.3297262404662672,0.3398010681945526,0.3304726913391801,0.0019369930402963198,0.0,1
2000-10-31,0.06253417392855658,0.33023563686036816,0.33920627225208516,0.33055809088754673,0.001189591884935004,0.0,1
2000-11-30,0.11187592888973626,0.3306250116743468,0.3393864705610786,0.3299885177645746,0.0011391462459442447,0.0,1
2000-12-31,0.047602258493345304,0.3309221810585824,0.33944405542331546,0.3296337635181022,0.0007095084929448214,0.0,1
2001-01-31,-0.05153932466240513,0.3306878407348411,0.3395580633142949,0.32975409595086397,0.00046868064748251115,0.0,1
2001-02-28,0.10111816928806153,0.33159390586422527,0.3375546658248776,0.33085142831089714,0.00400679497883466,0.0,1
2001-03-31,0.04510000012772296,0.33333331774720876,0.3333333464287054,0.33333333582408575,0.008442638792344304,0.0,100000
2001-04-30,-0.03669999993394041,0.3333333312740839,0.3333333399626179,0.3333333287632982,2.7053750184524716e-08,0.0,100000
2001-05-31,0.018733333086902174,0.3333333423714502,0.3333333310363647,0.3333333265921852,2.219473249631676e-08,0.0,100000
2001-06-30,-0.0045333331125899075,0.33333334031260803,0.33333332766749163,0.33333333201990034,1.0855430387923803e-08,0.0,100000
2001-07-31,0.050466666964420044,0.33333334104404405,0.3333333276102729,0.33333333134568305,1.462872045721042e-09,0.0,100000
2001-08-31,0.04399999996459253,0.33333334119029057,0.33333333033473483,0.3333333284749745,5.741417008486849e-09,0.0,100000
2001-09-30,0.033000000182034195,0.33333333974923746,0.33333333097464257,0.33333332927612,2.8821063868811336e-09,0.0,100000
2001-10-31,-0.04883333286263365,0.33333335144354437,0.33333332270714844,0.3333333258493072,2.338861387896074e-08,0.0,100000
2001-11-30,-0.010000000681532133,0.3333333523817147,0.33333332303187224,0.33333332458641307,2.5257882452223157e-09,0.0,100000
2001-12-31,0.002700000059249251,0.33333335969872885,0.333333314456576,0.33333332584469505,1.715059239071337e-08,0.0,100000
2002-01-31,0.0366000009236545,0.3333333934477849,0.33333331025618373,0.3333332962960313,6.749811204409539e-08,0.0,100000
2002-02-28,0.051566669496532117,0.33333339403883316,0.33333331071458383,0.333333295246583,2.098896667579453e-09,0.0,100000
2002-03-31,-0.0005434827323077634,0.34209595035559487,0.3305929945142743,0.32731105513013076,0.017525112633523465,0.0,1
2002-04-30,0.04650886373267684,0.34234148445774154,0.3300957554344734,0.3275627601077851,0.0009944781596019636,0.0,1
2002-05-31,0.021235116820158134,0.34139198828699574,0.33050694185058127,0.32810106986242293,0.00189899234149149,0.0,1
2002-06-30,0.023404268686312242,0.3418568048900241,0.33049572544613043,0.3276474696638455,0.000929633206056657,0.0,1
2002-07-31,-0.002051268659185642,0.34118620396621413,0.330769516568366,0.32804427946541986,0.0013412018476199328,0.0,1
2002-08-31,0.009905082828720602,0.3408780845513607,0.33116817652238284,0.32795373892625646,0.0007973199080336668,0.0,1
2002-09-30,0.007704529908740986,0.3388585571911852,0.331670388795495,0.3294710540133198,0.0040390547203509874,0.0,1
2002-10-31,-0.020657025494708155,0.3384565047313351,0.33212105739206754,0.32942243787659736,0.0009013371931450576,0.0,1
2002-11-30,-0.018185636283034767,0.3403971975161724,0.33152685120290476,0.3280759512809228,0.0038813855696746558,0.0,1
2002-12-31,0.022519378714565455,0.3403387304689198,0.3309969702096429,0.32866429932143726,0.001176696081028883,0.0,1
2003-01-31,-0.003468107254258443,0.3390224913682027,0.3315219076795298,0.32945560095226745,0.0026324782014341963,0.0,1
2003-02-28,-0.004062791506647538,0.3387890436524033,0.3313594198273223,0.32985153652027444,0.0007918711360139219,0.0,1
2003-03-31,-0.004133331620825248,0.3333333802816895,0.3333333281922092,0.33333329152610125,0.010911326741427474,0.0,100000
2003-04-30,-0.008266669394076843,0.3333333799022841,0.3333333249342011,0.3333332951635149,7.274827129588601e-09,0.0,100000
2003-05-31,-0.010566670730920142,0.33333338416609,0.3333333257117779,0.33333329012213214,1.0082765400376559e-08,0.0,100000
2003-06-30,0.0006000001458951595,0.3333333790781262,0.33333333172948504,0.3333332891923887,1.2035414387323584e-08,0.0,100000
2003-07-31,-0.013000001511063624,0.33333339116629035,0.3333333285396992,0.33333328029401027,2.417632838369599e-08,0.0,100000
2003-08-31,0.004999997334594605,0.33333339914687726,0.3333333178562513,0.3333332829968714,2.136689597476149e-08,0.0,100000
2003-09-30,0.0048333337830425704,0.3333333977893839,0.3333333184604638,0.33333328375015225,2.714986679919207e-09,0.0,100000
2003-10-31,0.008266664899566435,0.33333338431623927,0.3333333220501023,0.3333332936336584,2.6946289255480593e-08,0.0,100000
2003-11-30,0.01203333252408939,0.3333333873419222,0.33333331761895324,0.3333332950391244,8.862298006562241e-09,0.0,100000
2003-12-31,0.009766666286224333,0.3333333847882975,0.33333331769176805,0.33333329751993435,5.107249456681728e-09,0.0,100000
2004-01-31,0.007166663556845931,0.3333333825159435,0.33333331695667384,0.33333330052738264,6.014896469785924e-09,0.0,100000
2004-02-29,0.006366667493964837,0.33333337358335874,0.3333333167131508,0.33333330970349057,1.835221574708612e-08,0.0,100000
2004-03-31,0.003000000106642847,0.3333333372028407,0.33333332906094976,0.3333333337362097,7.276103614062279e-08,0.0,100000
2004-04-30,-0.00866666646960425,0.3333333364677958,0.3333333301750537,0.3333333333571506,2.228207951482375e-09,0.0,100000
2004-05-31,-0.004466666746365334,0.33333333976343926,0.3333333248909021,0.3333333353456587,1.0568303121516465e-08,0.0,100000
2004-06-30,0.006733333473535646,0.33333333935007736,0.3333333237532424,0.3333333368966802,3.1020431223716116e-09,0.0,100000
2004-07-31,0.02250000035598573,0.33333333878781785,0.33333332828350704,0.333333332928675,9.060529326809785e-09,0.0,100000
2004-08-31,0.003133333393096149,0.3333333375221428,0.3333333310980509,0.33333333137980636,5.629087584946291e-09,0.0,100000
2004-09-30,-0.01086666668410908,0.33333333416033156,0.3333333336646889,0.33333333217497957,6.723622436588528e-09,0.0,100000
2004-10-31,-0.0012666666619146484,0.3333333334209137,0.33333333407788335,0.33333333250120284,1.4788355540140685e-09,0.0,100000
2004-11-30,0.0029000001087260644,0.33333333011440286,0.33333333096473805,0.33333333892085903,1.2839312335533037e-08,0.0,100000
2004-12-31,-0.0030333333379865437,0.33333332934119925,0.3333333271741178,0.3333333434846829,9.127647748741197e-09,0.0,100000
2005-01-31,0.011500000158050661,0.33333332841553437,0.3333333277298067,0.33333334385465896,1.85132986718628e-09,0.0,100000
2005-02-28,0.008400000096210447,0.3333333257814144,0.33333332781396785,0.33333334640461765,5.268239788858153e-09,0.0,100000
2005-03-31,0.012833333486144698,0.33333333104902085,0.33333331750085804,0.33333335145012116,2.062621978771162e-08,0.0,100000
2005-04-30,0.0005666667810974929,0.3333333323386547,0.33333331960201446,0.3333333480593308,6.781580630388362e-09,0.0,100000
2005-05-31,-0.004400000030812057,0.3333333285741126,0.3333333273155858,0.33333334411030147,1.5427142785462422e-08,0.0,100000
2005-06-30,0.010499999919487331,0.3333333269418394,0.3333333394739508,0.33333333358420975,2.4316729851925345e-08,0.0,100000
2005-07-31,-0.009166666630548442,0.3333333245240098,0.33333334452115987,0.33333333095483036,1.009441807919842e-08,0.0,100000
2005-08-31,-0.0007999998371134442,0.3333333256348573,0.33333334282949534,0.3333333315356474,3.3833290613571876e-09,0.0,100000
2005-09-30,0.0014333332366858328,0.33333332125634263,0.33333334480440185,0.3333333339392555,8.757029268391392e-09,0.0,100000
2005-10-31,-0.005100000088218023,0.3333333248539142,0.3333333442230055,0.3333333309230803,7.195143147953331e-09,0.0,100000
2005-11-30,-0.010233333354583709,0.33333332419217765,0.3333333486475813,0.3333333271602411,8.849151578171899e-09,0.0,100000
2005-12-31,0.0017666666724625263,0.33333332308659686,0.33333335107309475,0.3333333258403084,4.851026969010519e-09,0.0,100000
2006-01-31,-6.666670017885e-05,0.3333333206784217,0.3333333514167829,0.3333333279047953,4.816350207548226e-09,0.0,100000
2006-02-28,0.0037666671651161187,0.33333331799318966,0.33333335355897187,0.3333333284478384,5.370464128962027e-09,0.0,100000
2006-03-31,0.0006666666125743515,0.3333333117822985,0.3333333503893635,0.33333333782833796,1.8760999032085834e-08,0.0,100000
2006-04-30,0.012899999812430346,0.3333333152808791,0.3333333451091666,0.33333333960995426,1.0560393781666733e-08,0.0,100000
2006-05-31,0.015933333524566516,0.33333331592282195,0.3333333417645729,0.33333334231260503,6.689187315167544e-09,0.0,100000
2006-06-30,0.006799999861626778,0.3333333157082065,0.33333333900018297,0.3333333452916105,5.95801086245018e-09,0.0,100000
2006-07-31,0.016966666621363743,0.3333333147565266,0.3333333462104852,0.333333339032988,1.4420604654841185e-08,0.0,100000
2006-08-31,-0.005399999374011707,0.3333333122449502,0.3333333493605224,0.33333333839452756,6.3000740180285675e-09,0.0,100000
2006-09-30,0.004333333233507058,0.3333333095650519,0.3333333511596712,0.3333333392752769,5.359796495518765e-09,0.0,100000
