gross_sharpe,net_sharpe_25bps,net_sharpe_50bps,mean_ann_return,vol_ann,ff5_alpha_ann,ff5_alpha_t,max_drawdown,turnover,lambda_extreme_share,lambda_low_share,lambda_high_share,weight_instability,avg_abs_delta_weight,max_abs_weight,clip_rate,live_months
0.5363695566688228,0.5358652466490066,0.5353608100794967,0.04011410928590835,0.07478819181133443,-0.01726316073711185,-6.234655536368128,-0.24666877510965568,0.0012242273257410975,1.0,0.52,0.48,0.0012242273257410975,0.0004094637880880088,0.3589875531833216,0.0,295
